SN,Text ID,Text,SEN,HAO,POL,PGS,FT,EYE,HBF,FR,EMP,BF,SW,DO
177,c6866a71487f4f18,आफू आफुमा सबैमा घमण्ड हुनु स्वाभाविक हो,0,0,0,0,0,0,0,0,0,0,0,1
178,1a667b6b5c314a06,घमन्ड हैन आफ्नै ठाउमा हेपेर आउँछ भने बाकी राखिदैन,1,0,0,1,0,0,0,0,0,0,0,0
179,3412036ba52c44af,हामिले कहिले अरुको ठाउको लाई तलाइ आएर कुट्छु काट्छु भन्दा सुहाउदैन नि हासोको पात्रो भैईन्छ,2,1,0,1,0,0,0,0,0,0,0,1
180,fdbdeea15e2a4978,धरान तेतिक्कै पनि झै झगडा मारकाटमा बदनाम छ अनि धरानको मान्छेलाइ आएर यसो गर्छु तेसो गर्छु भन्दा चित्त बुझ्दैन है,0,1,0,1,0,0,0,0,0,0,0,0
181,ffced232eea747f7,नानी बाबुहरु को चुनौती,0,0,0,0,0,0,0,0,0,0,0,1
182,b37a063d7d4149b2,ठिक भनिस,2,0,0,0,0,0,0,0,0,0,0,1
183,2e3c6eaa210a474f,देखाउ त,0,0,0,0,0,0,0,0,0,0,0,1
184,61a55d8020fd4d98,ऐले सम्म सबै मिलेरनै बसेका छ्न तर एस्को अर्थ यो पनि होइन नि कसैलाइ जे गर्छ्स गर भन्दै आस्था जोडेर भिडियो बनाउनु,1,0,0,1,0,0,0,0,0,0,1,0
185,8c7f52e980644696,थुक्क त मुला टपरे ले धमलाको हामी मूलबासी लाई,1,1,0,0,0,0,0,0,0,0,0,1
186,4d0a2ee90e914fa3,तेरो बाउ मुलबासी आजको निषेध हटार देखान को रैछ मुलबासी साला भ्याउसा क्याउ क्याउ नगर,1,1,0,1,0,0,0,0,0,0,0,0
187,4dab943d21304106,यो प्रचण्डे हत्यारा नाकायक सरकार गाई काटेर खादा के हेरेर बसेको थियो यो सरकार हिन्दुलाइ विभेद गर्यो एस्को परिणाम एक दिन भोग्न तयार भएर बस गुले सरकार,1,1,1,1,0,0,0,0,0,0,1,0
188,19aed9d0b0414c6a,त्यो भको दिन सकिन्छस्,0,0,0,0,0,0,0,0,0,0,0,1
189,1ae174a9dedd429e,सघंर्स एक्लै गर्नु पर्छ सफल भए जोडिदै जान्छन असफल भए छोडिँदै जान्छ्न,2,0,0,1,0,0,0,0,0,0,0,0
190,ee5e0f282c654439,mcc को प्रभाव देखिन थाल्यो नेपाल मा,1,0,1,1,0,0,0,0,0,0,0,0
191,aa4b54652bac4579,हो भन्या,0,0,0,0,0,0,0,0,0,0,0,1
192,da3b985003914bf9,जय धरान हर्का सम्पाङ्ग,2,0,0,0,0,0,0,0,0,0,0,1
193,4ac1d334ff7443f5,हर्के हवल्दार डरायो,1,0,0,0,0,0,0,0,0,0,0,1
194,cc7d1190c85c4cf7,जागो हिन्दु जागो,0,0,0,1,0,0,0,0,0,0,1,0
195,63b8340b786345ae,डर त लाग्यो नी पास्टर हरुलाई,1,1,0,1,0,0,0,0,0,0,0,0
196,d93b189a6b5a4664,धेरै राम्रो काम,2,0,0,0,0,0,0,0,0,0,0,1
197,9619280a49fd4296,हामी हिन्दु एक भएउ भने किराँती को नाम नक्सा रहदैन,1,0,1,1,0,0,0,0,0,0,1,0
198,3319f60ff2e14d25,केही हिन्दु बकलोल पत्रकार सबै हिन्दु,0,1,1,1,0,0,0,0,0,0,1,0
199,8072b32975a84908,किन डरायो धरान हिन्दू देखि दम छ भन्ने किन निषेध कडाइ गरेको हिन्दू हरुले आफ्नो धर्ममा बलात्कार भय पछि बिरोध गर्न त पाय नि,1,0,1,1,0,0,0,0,0,0,1,0
200,df92be90464d46d4,जय गोरु खाउ,0,0,0,1,0,0,0,0,0,0,1,0
201,7a351d7c9219477f,धरान को जनताहरू आफ्नो पहिचानसंस्कार संस्कृति परम्परा र यो देश को अस्तित्व कायम राख्न को लागि केही संग डराउदैंन हर्क सांङपाङ ज्यू सधै,2,0,1,1,0,0,0,0,0,0,1,0
202,5d703831e3e14fce,धर्म भन्दा पनि ब्याक्तीहरू को सोच विचार सही हुनुपर्छ बिश्व विज्ञान प्रविधी मा कहा बाट कहा पुगिसकेको छ हाम्रो देश को अबस्था यस्तो छ,0,0,1,1,0,0,0,0,0,0,1,0
203,c67ad33229a642df,डराए छन,1,0,0,0,0,0,0,0,0,0,0,1
204,d46bd3e73d694d72,हैन के हुन लाग्यो हाम्रो नेपालमा अहिलेसम्म धर्म संस्कृति र जातिय विभेद नभएको ठाउँमा यस्तो,0,0,1,1,0,0,0,0,0,0,1,0
205,661b3c632b264c01,हे मेरो देशको भेडाहरू गर्नु नसकेपनि मिलेरत बसौ को हीन्दू को बुदीश को मुस्लिम हामी सबै नेपालि हौ भनेर मिलौinbox come,2,1,0,1,0,0,0,0,0,0,1,0
206,5a819f0bcffe45f4,यो कस्तो रोग आयो धरान मा फेरि निषेध आज्ञा लगायो को छ l एक दिन निषेध आज्ञा लगायर रोग निको हुन्छ प्रमुख जिल्ला अधिकारी ज्यू,1,0,1,1,0,0,0,0,0,0,0,0
207,2cc1f86ac0cd4b93,जाऔ धरान सबै ॐ कार बुद्ध र हिन्दू धर्म मान्नेहरु एकजुट होऔ इसाइ मुर्दावाद गणतन्त्र मुर्दावाद,1,0,1,1,0,0,0,0,0,0,1,0
208,e237db12c6d74809,अब संवैधानिक तानाशाही नभयसम्म नेपाली सुध्रिने वाला छैनन् जनाको बलि नचडे सम्म चेत पलाउला जस्तो छैन,1,1,1,1,0,0,0,0,0,0,0,0
209,cc5b5ce0711f4426,धर्म को नाममा लदाउने लाई हो सजाय हुनु पर्ने जन्ताले नेता को राज्निती बुझेको छैनधर्म लाई बिचमा लायेर के india पकिस्तन को जस्तो आबस्ता बनाउने हो,1,0,1,1,0,0,0,0,0,0,1,0
210,8a374d3c6fc14dff,हो नेपाल धर्म निरेपेक्ष देश हो सबै धर्म ऐक समान हो तर आफ्नो धर्म मानदा अरु को धर्मलाई चोत पार्नु भ्येनकुनै पनि धर्म ले कोसैलाइ हानी गर्न सिकाउदैन,2,0,1,1,0,0,0,0,0,0,1,0
211,cc0ac80e911e4026,सहि छ,2,0,0,0,0,0,0,0,0,0,0,1
212,9c2f546a4d1f4eee,हिन्दु र बुद्धिष्ट लडाई गर्नुपर्ने कुनै जरुरत छैनबुद्ध भगवान् स्वयं बिष्णु भगवान् को अवतार हुन् हिन्दुबुद्ध एकसिक्काका दुईपाटा हुन्सबैले बुझौँ,2,0,1,1,0,0,0,0,0,0,1,0
213,cf2285a47a8f4297,खाने लाई कारबाही गर्दैनऐले डराएर निषेधाज्ञा गर्छ,1,0,1,1,0,0,0,0,0,0,0,0
214,00a0f9fe45be43dc,सारै राम्रो गर्नु भयो,2,0,0,0,0,0,0,0,0,0,0,1
215,6f249b749101473c,मान्छे मारामार नगर्नु पशु हरु मारे पनि,2,0,1,1,0,0,0,0,0,0,0,0
216,9506c35e0133454f,हर्केले यो देशलाइ अशान्तितिर धकेल्दै छ,0,0,0,0,0,0,0,0,0,0,1,0
217,0ee0f0cc57e24cb9,धरानमा युद्द गर्न जानेहरु आफु पनि कर्मले सफेद होस् नत्र त्यहा तेस्रो पक्षको हस्तक्षप अबश्य हुनेछ जुन अदृश्य alliance forcedubai lai ramro hudaina,2,0,1,1,0,0,0,0,0,0,0,0
218,594815ce996e4c9c,नेपाल अब मनिपुर भयो,1,1,1,1,0,0,0,0,0,0,0,0
219,96f69ae2e2eb4e09,जय शम्भु,1,0,0,0,0,0,0,0,0,0,1,0
220,d997e871f10441e6,माथिल्लो तहका नेताहरुलाइ केही बन्नु सक्दैन र केही गर्दैन अहिले आएर कुरा त मेयर टाउकोमा आएछ जय हिन्दुरास्ट्रा राम्रोको केही काम छैन यो देशमा,2,0,1,1,0,0,0,0,0,0,1,0
221,a05e9b4a58d8460a,धर्म सानो कुरो होइन यसैका लागि महाभारत र रामायण भएको हो त्यसैले कसैको धार्मिक आस्थामाथि खेलवाड गर्नुहुन्न सके सम्मान गर्नुपर्छ नत्र तटस्थ रहनुपर्छ,2,0,0,1,0,0,0,0,0,0,1,0
222,cc514d1140f04855,गर्दन मा धार परेपछि बल्ल थाहा हुन्छ,0,1,0,0,0,0,0,0,0,0,0,1
223,6547507c722247cd,हाहा डरायो डर लाग्छ भने किन challenge garnu,1,1,0,0,0,0,0,0,0,0,0,1
224,76a1be6698b24e2a,तयारी राम्रो छ यो त नेपाल मा हुनुपर्छ एकचोटी मेरो बिचारमा नहुनु भन्दा त जे हुन्छ राम्रो को लागि हुन्छ स्वागत छ,2,0,1,1,0,0,0,0,0,0,0,0
225,dc7a05278c964099,नेताहरुले अर्बमा mcc पास गरि सक्यो धर्मको बिरोध गर्ने हरु किन चुपचाप बसेको,1,1,1,1,0,0,0,0,0,0,1,0
226,24c9b17ca5e943b6,यो धर्म निरपेक्ष देसमा जजस्ले जुन्जुन धर्म मानेपनी एकअर्कामा आपसी मेलमिलाप हुनुपर्दछन मन्दिर बनाएपनी चच बनाएपनी मस्जित वा गुम्बा जेजे बनाएपनी एकले अर्,2,0,1,1,0,0,0,0,0,0,1,0
227,17b08f3f69484520,राष्ट्र र राष्ट्रीयता को लागि वार की पार हुन्छ छोड्दे सरकार दिन त हुन्छ नै,1,1,1,1,0,0,0,0,0,0,0,0
228,0bf6af0afb6349de,aba गते जादा हुन्छ,0,0,0,0,0,0,0,0,0,0,0,1
229,23afe8d002774349,नेताहेरुले होईन सोझो सिधाले गोली खाने भयो भोट् र सत्ताको लागी नेताहरुले सोझो सिधा जनतालाई प्रयोग गरेको छ,1,1,1,1,0,0,0,0,0,0,0,0
230,8365164b1c2845c1,पहिला बुझौ हामी सबै नेपाली हौ हाम्रो धर्म मानबता हो,1,0,1,1,0,0,0,0,0,0,1,0
